CMDLINE mypy app --explicit-package-bases --config-file /Users/michaelali/Library/CloudStorage/OneDrive-Personal/Softwares/FlowonAI/flowon_ai/backend/pyproject.toml
MEM 0.203125 1723113815.2713
MEM 32.968750 1723113815.3819
MEM 44.859375 1723113815.4934
MEM 48.875000 1723113815.6039
MEM 52.515625 1723113815.7143
MEM 55.578125 1723113815.8249
MEM 58.531250 1723113815.9362
MEM 62.312500 1723113816.0472
MEM 65.281250 1723113816.1582
MEM 59.765625 1723113816.2692
MEM 60.312500 1723113816.3803
MEM 77.375000 1723113816.4918
MEM 106.562500 1723113816.6008
MEM 113.656250 1723113816.7113
MEM 127.203125 1723113816.8221
MEM 143.500000 1723113816.9329
MEM 157.609375 1723113817.0436
MEM 170.859375 1723113817.1546
MEM 188.078125 1723113817.2655
MEM 202.906250 1723113817.3749
MEM 217.640625 1723113817.4846
MEM 256.109375 1723113817.5950
MEM 261.546875 1723113817.7058
MEM 254.312500 1723113817.8197
MEM 253.984375 1723113817.9260
MEM 264.875000 1723113818.0367
MEM 281.375000 1723113818.1484
MEM 306.609375 1723113818.2597
MEM 317.218750 1723113818.3706
MEM 324.562500 1723113818.4810
MEM 341.453125 1723113818.5913
MEM 344.906250 1723113818.7029
