CMDLINE mypy app --explicit-package-bases --config-file /Users/michaelali/Library/CloudStorage/OneDrive-Personal/Softwares/FlowonAI/flowon_ai/backend/pyproject.toml
MEM 0.203125 1723113807.1319
MEM 27.593750 1723113807.2428
MEM 36.593750 1723113807.3540
MEM 44.953125 1723113807.4646
MEM 48.046875 1723113807.5753
MEM 50.890625 1723113807.6859
MEM 53.890625 1723113807.7973
MEM 56.578125 1723113807.9089
MEM 59.390625 1723113808.0178
MEM 63.296875 1723113808.1286
MEM 66.828125 1723113808.2366
MEM 69.906250 1723113808.3471
MEM 72.796875 1723113808.4527
MEM 91.625000 1723113808.5638
MEM 113.625000 1723113808.6744
MEM 126.125000 1723113808.7806
MEM 133.515625 1723113808.8913
MEM 146.296875 1723113809.0015
MEM 165.687500 1723113809.1122
MEM 178.390625 1723113809.2227
MEM 189.843750 1723113809.3339
MEM 203.265625 1723113809.4444
MEM 217.515625 1723113809.5507
MEM 247.531250 1723113809.6612
MEM 255.515625 1723113809.7686
MEM 253.953125 1723113809.8789
MEM 255.406250 1723113809.9901
MEM 269.421875 1723113810.1007
MEM 284.968750 1723113810.2099
MEM 316.218750 1723113810.3205
MEM 323.390625 1723113810.4299
MEM 332.265625 1723113810.5403
MEM 348.093750 1723113810.6529
