CMDLINE mypy app --explicit-package-bases --config-file /Users/michaelali/Library/CloudStorage/OneDrive-Personal/Softwares/flowonai/flowon_ai/backend/pyproject.toml
MEM 0.171875 1723118918.5258
MEM 11.687500 1723118918.6528
MEM 17.328125 1723118918.7869
MEM 22.375000 1723118918.9161
MEM 28.531250 1723118919.0285
MEM 30.375000 1723118919.1454
MEM 32.015625 1723118919.2827
MEM 33.906250 1723118919.4130
MEM 34.640625 1723118919.5445
MEM 36.312500 1723118919.6783
MEM 38.046875 1723118919.7999
MEM 40.250000 1723118919.9198
MEM 45.078125 1723118920.0334
MEM 46.671875 1723118920.1538
MEM 49.093750 1723118920.2767
MEM 49.156250 1723118920.4330
MEM 48.000000 1723118920.5602
MEM 49.625000 1723118920.6817
MEM 49.218750 1723118920.8000
MEM 50.703125 1723118920.9203
MEM 52.968750 1723118921.0529
MEM 54.406250 1723118921.1722
MEM 55.937500 1723118921.3152
MEM 56.812500 1723118921.4440
MEM 59.312500 1723118921.5684
MEM 58.125000 1723118921.6800
MEM 59.562500 1723118921.7902
MEM 60.843750 1723118921.9067
MEM 62.453125 1723118922.0208
MEM 64.640625 1723118922.1425
MEM 65.250000 1723118922.2567
MEM 66.593750 1723118922.3764
MEM 68.578125 1723118922.4960
MEM 80.468750 1723118922.6164
MEM 96.171875 1723118922.7386
MEM 110.812500 1723118922.8712
MEM 113.000000 1723118922.9862
MEM 118.812500 1723118923.1063
MEM 125.843750 1723118923.2229
MEM 128.687500 1723118923.3423
MEM 136.203125 1723118923.4633
MEM 145.781250 1723118923.5854
MEM 151.359375 1723118923.6977
MEM 155.593750 1723118923.8075
MEM 163.906250 1723118923.9230
MEM 166.265625 1723118924.0335
MEM 176.328125 1723118924.1499
MEM 183.140625 1723118924.2655
MEM 190.718750 1723118924.3857
MEM 197.984375 1723118924.4969
MEM 204.156250 1723118924.6314
MEM 208.000000 1723118924.7580
MEM 211.453125 1723118924.8751
MEM 218.703125 1723118925.0028
MEM 230.437500 1723118925.1191
MEM 256.328125 1723118925.2453
MEM 259.953125 1723118925.3927
MEM 262.046875 1723118925.5222
MEM 262.046875 1723118925.6823
MEM 262.156250 1723118925.8127
MEM 262.156250 1723118925.9430
MEM 262.156250 1723118926.0828
MEM 263.703125 1723118926.2191
MEM 267.390625 1723118926.3587
MEM 270.906250 1723118926.4874
MEM 275.015625 1723118926.6531
MEM 282.015625 1723118926.7649
MEM 287.609375 1723118926.8991
MEM 293.453125 1723118927.0310
MEM 297.562500 1723118927.1799
MEM 313.203125 1723118927.3040
MEM 326.093750 1723118927.4356
MEM 331.093750 1723118927.5624
MEM 336.671875 1723118927.7084
MEM 343.312500 1723118927.8372
MEM 352.703125 1723118927.9702
MEM 354.093750 1723118928.0887
MEM 355.703125 1723118928.2078
MEM 356.046875 1723118928.3422
MEM 356.359375 1723118928.4869
MEM 356.796875 1723118928.6194
